,company,country,description,location,review,salary,star,title
4,Bright Hope Technology Limited,Hong Kong,Quantitative Analyst ( Developer ). Design/build a state-of-art data message system to accommodate different life cycle financial data which may be varied from...,Hong Kong,,,,URGENT* Software Developer & Quantitative Analyst
5,Taikang Asset Management (HK) Co Ltd,Hong Kong,"Buy-side research analyst experience preferred. Accuracy, data awareness, and attention to detail required....",Hong Kong,,,,"Vice President, Emerging Asian Markets Equity Research"
6,Seamatch Asia,Hong Kong,"Analyzing , defining and documenting business processes, data and requirements and making recommendations for opportunities....",Hong Kong,,,,Junior Business Analyst / Project Coordinator / QA Officer
0,FHLHK,Hong Kong,"Our products and services contain websites, online video, IT solutions, news and finance data distribution, APPS, newsletters, proprietary databases and more....",Hong Kong,,,,Analyst Programmer
1,京華山一國際 ( 香港 ) 有限公司 Core Pacific - Yamaichi Int'l (...,Hong Kong,Personal data collected will be used for recruitment purpose only. Core Pacific - Yamaichi Group is an expanding and leading financial services group which...,Hong Kong,,,,Analyst Programmer
2,S.F. Express (Hong Kong) Limited,Hong Kong,(All personal data provided by job applicants are used only for recruitment purpose and will be treated strictly confidential. S.F....,Hong Kong,,,,Analyst Programmer
3,Jumpin Gym U.S.A. Limited 美國冒險樂園,Hong Kong,"~Undertake tasks on collecting user requirements, system design, coding, testing and data migration. Being the largest and the most dominant operator in the...",Hong Kong,,,,Analyst Programmer
4,Chow Sang Sang Holdings International Limited,Hong Kong,(Personal data will be used by Chow Sang Sang (CSS) for recruitment only. We are a publicly listed company with diversified businesses in jewellery shops...,Hong Kong,,,,Analyst Programmer
8,MAG Fashion Group Limited,Hong Kong,"Established since 1989, MAG Fashion Group is a leading European fashion wholesaler and distributor with multiple exclusive international fashion labels in...",Hong Kong,,,,Senior Business Analyst (NAV/ Navision)
0,Michael Page,Hong Kong,Assist in collecting input data for Transfer Pricing calculations and cost allocation models to align with existing business flow and existing transfer pricing...,Hong Kong,,,,Senior tax analyst @ MNC ($40K)
1,PEOBASE Limited,Hong Kong,"Strong in data mining, analytical skills, business acumen & presentation skills. One of Global Consumer Goods Corp is now seeking for a manager of business...",Hong Kong,,,,Business Analyst Manager
2,Ambition,Hong Kong,Data provided is for recruitment purposes only. Banking & Financial Services....,Hong Kong,,,,"AVP/VP Investment Strategy & Execution, FinTech"
4,W-Consulting Company Ltd.,Hong Kong,"Around 5 to 7 years of experience in product management, business analyst, or relationship management role for software company, prefer with knowledge on...",Hong Kong,,,,Product Manager (Capital Market)
5,Conners Recruitment,Hong Kong,"Research and conduct reports on industry and competitor activities, including data analysis and financial modeling....",Hong Kong,,,,Investor Relations Manager (attractive benefits)
6,Ambition,Hong Kong,"Data provided is for recruitment purposes. Minimal 8 years of relevant experience, ideally as an Analyst or in other roles related to Pricing / Costing Analysis...",Hong Kong,,,,Pricing Manager
7,Ambition,Hong Kong,"Regional Financial Analyst, US Professional Service. Data provided is for recruitment purposes only. They are currently looking for a Regional Financial Analyst...",Hong Kong,,,,"Regional Financial Analyst, US Professional Service"
8,Trinity Limited (Member of the Fung Group),Hong Kong,Less experience will consider as Business Analyst. All information provided by applicants will be used only for recruitment purposes and will be used strictly...,Hong Kong,,,,Senior Business Analyst
0,Michael Page,Hong Kong,"Experienced candidate will be regarded as System Analyst. In addition, you will also be required to involve in business intelligence projects, for instance to...",Kowloon,157,,42.0,Salesforce Developer - Innovative global leading company
1,Hang Seng Bank,Hong Kong,Project Manager (CMB Transformation and Data Management) . Commercial Banking - CMB Chief Operating Officer's Office....,Hong Kong,38,,43.8,Project Manager (CMB Transformation and Data Management)
2,Michael Page,Hong Kong,"Work on data management and analysis. They have lots of resources for new projects to carry out, in which there is actually a Business Analyst team with in the...",Hong Kong,157,,42.0,IT Business Analyst - welcome fresh graduate
3,Michael Page,Hong Kong,Identifying opportunities through data automation and workflow automation. Exploring data to find actionable insights and make product recommendations through...,Hong Kong,157,,42.0,Business Analyst (IT)
4,Neo Derm Ltd.,Hong Kong,Mainly focus on developing data analytics & data-driven decision-making application. Assist system analyst to develop frontline operation management systems &...,Hong Kong,,,,Senior Analyst Programmer
5,Dah Sing Bank 大新銀行,Hong Kong,"Data cleansing support; Good understanding of data quality improvement, data management processes and business intelligence application....",Hong Kong,,,,"Senior Analyst Programmer (1-year Contract), Core Banking Project"
6,Mercer,Hong Kong,"Personal data collected will be used for recruitment purpose only. Senior Consultant, Wealth, Hong Kong (Korean Speaker)....",Hong Kong,801,,42.6,"Senior Consultant, Wealth, Hong Kong (Korean Speaker)"
7,Michael Page,Hong Kong,"As a Production and Application Support Analyst, you will be responsible for:. Monitor production batch cycle including scheduled application based batch jobs,...",Hong Kong,157,,42.0,Production & Application Support Analyst - Asset Management
8,Swire Properties,Hong Kong,The Company will handle all personal data confidentially in accordance with the principles laid down in the Personal Data (Privacy) Ordinance....,Hong Kong,8,,52.8,Analyst Programmer (MS .Net)
0,Citi,Hong Kong,"Primary Location: HK,Hong Kong,Hong Kong Education: Bachelor's Degree Job Function: Trading Schedule: Full-time Shift: Day Job Employee Status: Regular Travel...",Hong Kong,11052,,44.4,APAC - Markets Quantitative Analysis (MQA) - Quantitative Analyst - Associate/VP
1,Ambition,Hong Kong,Senior Tax Analyst - US MNC. Data provided is for recruitment purposes only. Finance & Accounting....,Hong Kong,7,,51.0,Senior Tax Analyst - US MNC
4,HSBC,Hong Kong,"Extensive banking experience in Data Warehouse, Business Analysis and Data Analysis. Drive the development of the end to end data process according to the Data...","Tai Kok Tsui, Kowloon",8322,,51.0,"Manager, Information Management - Retail Banking and Wealth Management"
8,AS Watson Careers,Hong Kong,Candidates with less experience will be consider as Senior System Analyst or System Analyst. All personal data of unsuccessful applicants will be destroyed...,"Fo Tan, New Territories",,,,Team Leader (WINS)
9,PuraPharm Corporation Limited,Hong Kong,"More experience will be considered as Analyst Programmer. All personal data collected will be used for recruitment purpose only, while the personal data of the...",Hong Kong,,,,Programmer
0,BannerSHOP Hong Kong Limited,Hong Kong,Ensure data integrity and data correctness within the system. Develop interface for sharing data with non-AX system....,Hong Kong,,,,System Analyst (Dynamics AX)
1,Haitong International Securities Group Limited,Hong Kong,All applications will be treated in strict confidence and personal data provided by job applications will be used for recruitment purposes only....,Hong Kong,,,,System Analyst
2,Citi,Hong Kong,"Strong analytical skills and ability to analyze large amounts of data sets. HK,Hong Kong,Hong Kong....",Hong Kong,11052,,44.4,APAC - Markets Quantitative Analysis (MQA) - Quantitative Analyst - Associate
3,HSBC,Hong Kong,"Take initiatives in seeking, exploring and developing utility of new data and Customer Relationship Management transformation....","Central, Hong Kong Island",8322,,51.0,Business Analysis Manager - Retail Banking and Wealth Management
4,HSBC,Hong Kong,"Personal data held by the Bank relating to employment applications will be used in accordance with our Privacy Statement, which is available on our website....","Central, Hong Kong Island",8322,,51.0,Business Transformation Manager - Retail Banking and Wealth Management
5,Michael Page,Hong Kong,Knowledge in data minding analytical tools. Our client is one of the most reputable and largest telecommunications company in Hong Kong....,New Territories,157,,42.0,Senior/ Digital Analyst (UX+ Project Management) - Listed Telco
6,BANGKOK BANK PUBLIC CO LTD,Hong Kong,Personal Data provided by job applicants will be used solely for considering suitability for the post and strictly in accordance with our personal data policies...,Hong Kong,,,,Senior Credit Analyst / Credit Analyst
7,NeoMas Professional Services,Hong Kong,"At least 5 years solid working experience in Business Analyst or Data Analyst Role. Experience in Data Analytics, Electronic Data Interchange knowledge is...",Hong Kong,,,,"Senior Business Analyst (MNC, ERP, Logistic)"
8,Hillman Ross,Hong Kong,"We are now seeking a SENIOR DIGITAL MARKETING ANALYST. Hong Kong Island, Hong Kong....",Hong Kong Island,,,,Senior Digital Marketing Analyst
9,Hutchison Logistics (HK) Limited,Hong Kong,Applicants not invited for interview for 6 weeks may consider their application unsuccessful and your personal data will be destroyed after a period of six...,Hong Kong,,,,System and Application Support (Ref: 250917/CT/SAS)
0,ConnectedGroup,Hong Kong,"A minimum of 3 years of experience in consumer electronics manufacturing environment, as analyst of the master data/ materials/ inventory/ cost....",Hong Kong,,,,Costing Engineer - consumer electronics device
1,Haitong International Securities Group Limited,Hong Kong,All applications will be treated in strict confidence and personal data provided by job applications will be used for recruitment purposes only....,Hong Kong,,,,Vice President / Analyst – Fund of Funds
2,J.H.Power Limited,Hong Kong,Data collected will be used for recruitment purpose only. Good career prospects....,"Wan Chai, Hong Kong Island",,,,System Analyst
